,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score
316,Social,297.0685968,371.3847038,452.4335266,No,140.66462869999998,9.0,531.3380589999998
317,Environment,-27.46259763,212.3278672,315.0932354,Yes,352.1764862,14.0,415.842351
318,Environment,517.1003859,487.7033098,426.18996610000005,Yes,86.49037373,13.0,456.6242573
319,Healthcare,227.0353645,279.64745980000004,350.3029486,No,,7.0,555.8840644999998
320,Social,169.8038746,331.0981736,382.7837379,No,227.78238790000003,6.0,401.9319768
321,Social,33.64026051,424.9551187,392.6225186,No,134.51708269999997,13.0,469.4518772
322,Social,291.807855,293.6849504,531.4791524,No,253.0170752,11.0,643.0412654
323,Education,35.51443961,450.5806854,454.2560041,No,85.99497791,9.0,446.5177187
324,Environment,97.84076567,332.5426853,458.357,No,172.5850435,13.0,
325,Education,26.41658925,431.6307987,453.27556160000006,No,90.83152784,13.0,537.3208469
326,Education,41.74708421,730.0422334,704.6986234,No,309.0604618000001,9.0,526.4085866
327,Environment,134.93518400000002,457.5498113,377.9182777,No,130.6984264,13.0,519.393639
328,Financial,37.71016964,309.2225888000001,524.089042,No,241.6729113,12.0,
329,Military,101.6804009,490.5639737,363.2858461,Maybe,165.9091552,8.0,406.479685
330,Healthcare,322.252087,509.9784652,469.3482638,No,49.3995536,8.0,462.5671642
331,Education,196.059278,390.4958244,394.1897653,No,154.318857,14.0,525.0467441000002
332,Environment,352.6043432,719.1842583,685.9476687999999,Yes,,15.0,106.6792222
333,Social,129.9406487,401.91931560000006,459.5564533,No,106.291805,10.0,493.4848883
334,Environment,63.20351940000001,490.7138797,496.66123139999985,No,27.68970924,9.0,474.1283825
335,Military,122.4824475,456.2548848,539.2806192,Maybe,113.0472773,9.0,403.4438777
336,Financial,625.746045,752.4157147000002,630.2257671,Yes,519.8220533,12.0,64.63518325
337,Healthcare,36.32724624,490.4196996,433.3609079,No,111.23469070000002,7.0,411.4528055
338,Social,223.1394279,440.8043707,436.7956222,No,92.84506071,11.0,533.4856595
339,Social,59.86721936,341.7322657,423.845062,No,177.4557916,11.0,474.6562104
340,Foreign_Affairs,218.7265784,424.9914087,517.0725196000002,Maybe,101.9302316,10.0,433.1268931
341,Healthcare,127.3048421,541.2224957999998,406.6480456000001,No,103.9134641,9.0,
342,Financial,23.78705588,525.7027441,455.52083660000005,No,51.39269002,7.0,501.4770096
343,Social,67.85889065,674.9994256,635.6950572000002,No,222.8246462,6.0,475.2436789
344,Foreign_Affairs,202.1543527,443.807055,480.0091235,Maybe,88.53763878,6.0,434.5658249
345,Education,30.50881832,293.1781199,370.4113821,No,264.4127805,9.0,398.2865863
346,Environment,378.7894423,591.3894915,557.3978092,Yes,208.3467566,13.0,678.2184708
347,Social,500.7774703,542.2309302,336.9604931,Yes,273.5119384,11.0,284.4925798
348,Social,136.0373217,398.1666653,421.6305372,No,145.63545449999995,13.0,568.541118
349,Military,61.05014614,448.5346119,470.6038132000001,Maybe,82.01115858,7.0,443.3165971
350,Social,362.8388123,114.938379,295.18566360000005,Yes,569.4083984,10.0,133.9336675
351,Healthcare,425.0695197,573.2108582999998,133.879577,Yes,389.5561291,11.0,388.8695188
352,Education,69.44047359,327.5176338,353.3048403,No,252.1290317,10.0,389.0972855
353,Environment,9.525720267999999,289.8568062,507.4670151,No,258.8453552,15.0,650.9470094999998
354,Foreign_Affairs,150.41092769999997,412.7058914,447.4023756,Maybe,108.5257835,6.0,462.7028927
355,Healthcare,42.74888658,284.2256598,385.6004285,No,245.4397586,9.0,475.6105085
356,Education,96.11662886,405.0624259,405.5214089,No,134.3770175,14.0,489.1447847
357,Environment,59.45672149999999,343.0426311,384.210062,No,210.235982,9.0,421.5382723
358,Environment,80.48363892,284.2849622,355.8408782,No,289.6640784,9.0,371.1960856
359,Environment,604.7084411000002,638.7276574,88.18665981,Yes,456.6725869,14.0,359.5925161
360,Other,82.63495257,466.8703084,,Maybe,104.8005082,9.0,511.6492062
361,Education,49.37600382,417.3247959,439.3460329,No,102.5538283,15.0,498.2126559
362,Financial,-72.05262366,175.1000076,312.030725,Yes,416.8600248,10.0,681.3279537999998
363,Healthcare,41.81774721,445.4764555,471.2073154,No,76.23995156,13.0,544.8407697
364,Financial,672.6117847,677.8463433,417.8690045,Yes,250.5793665,8.0,343.7463708
365,Financial,-147.6388408,651.3274861000001,561.0428166,Yes,190.5490879,10.0,598.4008200000002
366,Education,194.08512,397.0740164,431.3918471,No,127.8200707,13.0,467.7954391
367,Other,289.8613245,357.141773,444.522788,Maybe,185.9980206,8.0,
368,Financial,58.39575446,703.7848472000002,644.3877229,No,250.5795747,5.0,479.6519099
369,Environment,140.80256519999998,374.9387476,519.2766978,No,131.73855590000002,11.0,463.3511367
370,Military,54.25679586,372.3797978,347.2937821000001,Maybe,202.8496767,8.0,460.7331393
371,Social,12.69951369,405.0145657,370.8114988,No,162.392574,11.0,474.3203089
372,Social,39.1833756,269.6469259,,No,276.416794,11.0,651.5209313999999
373,Social,139.8181727,284.0231395,518.0609137,No,262.4336041,9.0,647.9837683999998
374,Social,75.32583582,391.7212401,401.9788939,No,149.6286409,9.0,532.5008168
375,Education,355.4221683,440.43080870000006,367.262835,Yes,166.0862448,13.0,419.8938381
376,Environment,124.2889313,518.6530766,449.48354180000007,No,65.60102973,9.0,462.5347456
377,Healthcare,160.6690764,509.4077991,455.20281050000006,No,59.92299448,9.0,538.6713124
378,Healthcare,307.1086092,316.3446132,384.3475692,No,240.9391485,8.0,395.3726259
379,Healthcare,426.7691188,518.2661337000002,431.4618476,Yes,72.45000796,10.0,485.2394553
380,Military,65.14674962,447.543005,327.2119157,Maybe,181.359978,9.0,483.1481978
381,Education,275.7651102,312.123271,409.7137946,No,241.0469474,10.0,378.94477830000005
382,Financial,28.39455326,677.5038176,639.4681283,No,225.7682177,7.0,496.4894409
383,Education,195.1520744,437.331897,303.0239773,No,207.0792707,13.0,487.5509154
384,Military,45.41882977,393.2569571,359.2665951,Maybe,176.6454961,5.0,498.08615260000005
385,Financial,77.17347164,305.3688137000001,371.8222604,No,233.88195,11.0,519.7467708
386,Financial,86.0963967,379.2056209,406.4653461,No,163.0633976,10.0,442.994227
387,Social,287.5044181,449.90515210000007,414.1833536,No,119.65910359999998,11.0,433.3343379
388,Healthcare,553.4944489,487.0826603,410.8508959,Yes,100.2328504,13.0,
389,Financial,387.8959393,508.371983,457.6404128,Yes,49.41241047,10.0,475.9758125
390,Military,243.444713,487.3568273,387.0774336,Maybe,132.6018344,8.0,431.6487698
391,Financial,146.8870194,678.3834714,655.9274369,No,236.9675515,7.0,504.4262853
392,Education,48.22280688,440.7296017,389.3215095000001,No,134.9647989,15.0,450.4743645
393,Education,153.801592,452.70774680000005,406.8422423,No,105.0733784,12.0,511.2022228
394,Other,29.41723771,447.4367068,378.384795,Maybe,134.58134230000002,11.0,523.642754
395,Education,345.9583828000001,488.135328,450.89865989999987,Yes,66.31923398,16.0,457.028745
396,Social,72.51593307,251.21662290000003,504.4584916,No,267.6001299,12.0,598.4722429
397,Healthcare,73.88383625,482.8667039,492.16025830000007,No,36.06861308,7.0,469.24396860000013
398,Environment,47.92550738,362.4603924,411.9495873,No,176.74264219999995,10.0,567.5865572
399,Healthcare,285.563229,666.3459588999998,659.3159109000002,No,230.3993911,7.0,494.4016174
400,Financial,95.86479591,286.0752977,509.5422726,No,260.0566912,9.0,647.5623578
401,Education,24.91232903,304.8357851,351.1958371,No,245.4231576,11.0,500.8812458
402,Healthcare,61.88099362,263.8230929,519.7577971,No,281.04168730000004,10.0,651.0447881
403,Social,209.685855,351.3720752,386.2994919,No,190.4399873,9.0,464.6542341
404,Healthcare,138.6798727,325.8930062,390.1670613,No,234.0229241,8.0,388.68868310000005
405,Environment,761.3047735,532.1589411,173.66315669999997,Yes,566.0818681,14.0,38.56880402
406,Environment,371.3370723000001,661.3580767999998,456.7259363,Yes,169.9419757,12.0,531.1641071
407,Environment,586.8348331,719.6393429999998,21.30938677,Yes,533.6032964999998,11.0,585.7107569
408,Environment,62.23206029,294.3171624,520.3847271000002,No,256.4106499,11.0,651.741407
409,Environment,700.5653296,435.6641852,420.68095760000006,Yes,137.5237077,15.0,407.9013429
410,Foreign_Affairs,112.2960936,,486.8673529,Maybe,113.059713,9.0,392.5444027
411,Healthcare,122.1348074,290.9003894,545.4640334,No,273.31472030000003,13.0,670.0332639
412,Financial,666.4860398,518.8772922,405.8968183,Yes,97.02097584,10.0,485.8116675
413,Financial,-255.7536241,536.9820632999998,339.2705978,Yes,271.438691,9.0,284.4139401
414,Education,75.53058386,408.17789760000005,409.6459542,No,135.3326041,13.0,541.470009
415,Environment,52.93373893,305.8103391,350.9897269,No,270.41161989999995,8.0,385.0706379
416,Education,171.42059730000003,494.7063363,476.4261288,No,32.86240287,10.0,477.7247392
417,Financial,365.8340917,254.0154877,527.9376692,Yes,298.21704710000006,8.0,666.2663934
418,Environment,6.233496838,380.5597657,406.7793381,No,151.5182158,11.0,498.6929655
419,Military,55.77288025,487.8788661,440.3070631,Maybe,85.37177087,6.0,440.1821877
420,Financial,188.8350426,319.7409284,556.8266269,No,245.6864974,12.0,656.968967
421,Financial,247.1448786,410.8688714,454.7776509,No,117.0699644,11.0,560.9586551
422,Social,437.1736633,505.9002584,474.8066648,Yes,36.92192481,9.0,473.6615994
423,Foreign_Affairs,93.66218731,436.4827817,448.375664,Maybe,95.15869661,10.0,548.5352291
424,Military,69.81821706,445.6741582,529.7718327,Maybe,90.54772275,5.0,433.9603832
425,Environment,15.03797662,459.8015614,425.9368196,No,88.42860679,13.0,526.8020399000002
426,Healthcare,63.59959973,324.2073617000001,378.5265436,No,231.4447144,8.0,411.0741684
427,Healthcare,455.94029389999986,520.1140268999999,433.6751524,Yes,349.86026360000005,12.0,157.0734123
428,Education,67.19252245,473.0785785,377.6392682,No,132.0460047,13.0,458.2958545
429,Education,375.4792709,528.6946836,501.8821751,Yes,29.18720675,12.0,495.0034425
430,Social,69.81828178,665.6521644,636.848774,No,214.9896565,8.0,492.7663348
431,Environment,118.0163998,365.9781297,331.4076631,No,216.278843,11.0,519.7813079
432,Social,281.9077071000001,328.1219648,379.0785775,No,224.0910369,7.0,422.2006205
433,Education,54.71944469,520.753239,445.5566063,No,59.90759545,10.0,486.0665887
434,Education,41.25782871,419.6882315,423.5322645,No,115.4739124,16.0,467.798607
435,Healthcare,142.07576640000005,486.34688960000005,453.2709933,No,53.88676293,7.0,476.8964131
436,Healthcare,27.3682855,294.408171,479.9227868,No,272.4897078,11.0,677.7063482000002
437,Environment,241.1943522,265.93057969999995,388.5972893,No,279.9415985,8.0,394.3201008
438,Financial,114.6716153,429.83490830000005,364.5878489,No,165.97650769999996,8.0,434.5125176
439,Education,87.48241946,426.6122244,499.4200475,No,79.78904541,12.0,468.6920166
440,Environment,141.1694909,486.2621803,476.7912643,No,75.9699829,8.0,428.9784174
441,Environment,115.794286,447.712599,434.8540719,No,87.61652107,15.0,473.5672452
442,Healthcare,242.622176,277.6226397,356.1758937,No,295.8864251,7.0,368.0465513
443,Environment,74.08526005,412.96452180000006,310.5558264,No,209.6293047,11.0,478.0870812
444,Financial,101.0833402,426.7023229,364.6076765,No,161.5373425,10.0,451.10539630000005
445,Other,45.51069703,417.878492,399.3857868,Maybe,139.7516256,11.0,551.6077018999998
446,Education,73.07766544,259.8777033,352.9503982,No,310.0067208,11.0,370.3008705
447,Military,280.77311410000004,391.1441729,459.6801742,Maybe,200.5521355,7.0,336.4583245
448,Financial,157.5802221,260.028169,513.0076807,No,289.4960966,10.0,661.4072815000002
449,Healthcare,323.7274068,,501.832645,No,244.4512675,13.0,629.2640266
450,Education,324.5055874,305.9687277,356.5928597,No,276.2402191,9.0,365.482655
451,Social,359.3935256000001,50.32517312,706.5525872000002,Yes,551.7621115000002,9.0,255.9303246
452,Foreign_Affairs,104.2189193,380.7671781,448.1356577,Maybe,181.256302,9.0,373.7167026
453,Social,15.55140862,364.8539421,390.5817505,No,174.52081940000005,12.0,514.8561816
454,Social,553.4831119,34.44366765,69.92620355,Yes,655.6522213,11.0,332.1498695
455,Social,207.8240585,409.4339597,427.865804,No,126.4367174,9.0,550.8005277999998
456,Healthcare,89.27982995,319.43562589999993,362.8296145,No,256.7868857,8.0,379.4998057
457,Financial,,,400.0839104,No,158.4338007,10.0,479.8309971
458,Social,139.6663706,366.6132703,436.7993073,No,166.5164619,11.0,577.0803791000002
459,Healthcare,64.97625524,281.3514564,372.9026235,No,280.2882023,7.0,379.1672742
460,Foreign_Affairs,73.25073851,411.1875013,479.3841609,Maybe,160.5355634,6.0,367.86751210000006
461,Healthcare,195.8368605,490.8052409,394.0437799,No,109.9707154,10.0,527.9695205
462,Social,255.0699612,413.4267231,396.1118985,No,136.8839286,12.0,521.2023581999998
463,Financial,162.7737282,429.77812710000006,396.2673581,No,138.21641609999998,6.0,441.5859158
464,Education,134.5151132,727.7744005,647.7606954,No,271.634009,,508.4044174
465,Healthcare,125.5675152,250.4510207,519.813696,No,275.9242846,14.0,616.047125
466,Healthcare,327.7192771,523.9598043999998,469.7320094,No,54.74222445,8.0,461.1865016
467,Social,108.2582396,264.8617157,404.0834631,No,263.51314410000003,6.0,429.6495751
468,Environment,152.5731939,283.3808999,320.5653352,No,313.8637692,8.0,360.7526223
469,Financial,53.02158905,393.8078436,477.8529589,No,108.6375484,9.0,494.0964922
470,Military,89.79146108,379.1558982,454.2633919,Maybe,134.1208985,7.0,535.9622185
471,Social,,418.4359814,465.7839595,No,98.71390281,11.0,543.8293057999998
472,Environment,53.92012908,499.6422951,442.2505648,No,64.74064966,8.0,470.7386517
473,,555.9104077000002,321.6646049,487.2582338,Yes,179.7999559,14.0,519.0304592
474,Education,93.60074103,492.9657989,453.707438,No,55.44306951,10.0,470.3107312
475,Foreign_Affairs,87.67959032,455.20990639999985,388.7507711,Maybe,129.94309909999998,6.0,449.9733514
476,Financial,79.59345090000002,287.9279235,348.4613192,No,295.3186615,6.0,361.167099
477,Social,55.60900971,442.0809048,429.6736882,No,118.39060659999998,,575.6037301
478,Environment,171.220723,716.8782722,676.261957,No,279.8896152,8.0,515.2883697
479,Environment,368.2787864,471.7451742,463.998735,Yes,74.13023581,14.0,441.6830591
480,Healthcare,24.47916112,564.0236127999998,585.2211917999998,Yes,146.29730519999995,12.0,399.7940771
481,Healthcare,108.8983332,382.5951394,431.4470471,No,153.9538209,11.0,
482,Social,162.03874030000003,327.6344555,395.1250913,No,221.3356546,7.0,409.000854
483,Education,207.7057816,732.5154961000002,655.9853448,No,281.3474555,9.0,527.5954164
484,Other,59.13993889,495.3759165,431.7990617,Maybe,71.02861136,11.0,480.70457310000006
485,Education,104.2384437,286.7668422,469.9025695,No,255.33429680000003,16.0,637.1909918
486,Social,482.15799,509.6717625,164.22684730000003,Yes,339.7909754,12.0,448.8067005
487,Other,36.31231764,329.6281776,490.2074423,Maybe,185.8411645,8.0,426.4168066
488,Healthcare,274.1682445,308.0317279,377.3791641,No,258.0437545,8.0,378.7610115
489,Social,275.1375358,488.2779728,429.0342988,No,88.06253234,6.0,449.1918024
490,Environment,736.1746469999998,97.48617777,432.0051132,Yes,522.7896714,11.0,173.3987771
491,Environment,447.9602163,524.3074161000002,503.5887536,Yes,26.20337588,11.0,490.895755
492,Social,67.9480293,517.532795,508.3554238,No,20.43022654,7.0,506.3389391
493,Environment,367.5242643,442.881948,611.5728747,Yes,488.62072300000005,14.0,27.72970376
494,Financial,150.89748889999996,312.1734578,538.7175819,No,250.1835712,11.0,660.6672282000002
495,Financial,268.01040730000005,419.2400416,376.4935538,No,151.6720274,12.0,464.95159410000014
496,Healthcare,357.5939648,524.8291467,534.5820573,Yes,152.6300737,14.0,646.5726242000002
497,Healthcare,90.68107538,274.3987213,475.113421,No,245.6386646,12.0,593.9312239
498,Financial,479.7648842,325.98618710000005,581.8094427,Yes,447.575645,8.0,95.83373963
499,Education,187.8393023,334.1758383,389.7092291,No,213.85079840000003,10.0,422.0868608
500,Environment,397.6600448,629.1436399,589.5595622000002,Yes,186.2534879,,599.956825
501,Social,451.9405863,594.8308708,575.5148812000001,,219.6439237,10.0,683.1613002
502,Financial,45.06904328,485.2450155,430.3310214,No,83.11817564,5.0,457.1379542
503,Education,231.7305982,512.5870181,414.1455012,No,,10.0,466.0610947
504,Social,26.18285905,278.776033,487.394605,No,248.1121746,10.0,611.6275576
505,Social,58.58621131,700.2422911,660.5714076,No,256.8413105,6.0,490.6561939
506,Education,727.5396591,579.3985186000001,678.084027,Yes,195.4606753,13.0,513.6685837
507,Education,46.13644741,438.838609,520.9247101,No,66.29791653,12.0,485.2740197
508,Healthcare,336.5983823,347.54821160000006,407.0239357,No,197.7170277,7.0,415.11227
509,Education,71.32733072,695.4375406,665.6024831,No,256.1695503,9.0,501.6804237
510,Education,686.1338875,532.498115,464.1327182,Yes,99.73894216,14.0,587.2081831
511,Financial,117.3237871,261.4447244,506.3470684,No,284.7661499,12.0,655.3797135
512,Education,420.8745419,446.1146656,450.2334034,Yes,110.2540727,16.0,417.685863
513,Financial,,357.357348,396.9741058,No,176.1359068,12.0,507.9118024
514,Social,302.63282339999995,313.9366428,358.550223,No,259.410616,6.0,387.4555403
515,Environment,39.94770577,335.1857945,405.2290504,No,209.0130018,9.0,413.160034
516,Environment,467.405987,155.4427545,241.2468145,Yes,512.2050871,12.0,223.0863947
517,Financial,64.47076627,401.0036226,404.7555772,No,137.70990830000002,9.0,509.6039594
518,Education,406.9684059,645.3947937999999,313.1258117,Yes,262.854109,13.0,614.1519789
519,Other,77.88711284,338.4934095000001,425.0228255,Maybe,178.53701619999995,8.0,513.0196263
520,Education,42.43892178,317.6984941,413.9038774,No,213.3143299,9.0,430.3105319
521,Education,82.44075256,253.5584847,507.010288,No,290.0972705,,652.885126
522,Financial,17.27240107,700.6368652000001,631.2244929999998,No,239.81403680000003,5.0,505.9793813
523,Social,68.60282525,350.8757023,486.3128443,No,155.2290879,12.0,540.8738956
524,Social,431.0891369,430.0950244,293.1879504,Yes,224.4961597,12.0,447.6492959
525,Financial,21.98291158,314.61176,515.5854449,No,257.680557,8.0,678.2906723
526,Environment,393.8961509,744.2851045,573.4153334,Yes,321.3154707,11.0,304.6065296
527,Education,32.46640829,457.0052364,385.2333406,No,130.4720049,16.0,544.7549803999998
