,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
9823,2.0,212.80932830000003,19568.92215,Social,70.93644277,No,275.8655691,Yes,Male,,0.7943712070000001,0.18446077800000002,2.133869932,0.7698758090000001,5.2548311860000005,7.581109178999999,5628.0,54.2960356,490.5566944,3739.7690799999996,58711.1527,No,76101.81223,22.148514499999997,265.7522636,36.71728321,5112.915355,70.0,30-45,2.0,790.3245921,10.0,Public_or_other,Student_or_Unemployed,642.4740203,0.0,Yes
1782,4.0,691.7927701,132887.8779,Healthcare,230.59759,No,576.2760913,No,Male,By_16:00,0.825995499,0.76383006,6.79665393,9.912714215,0.564511733,3.6458276260000004,5796.0,51.11791284,409.5097683,6581.78045,53189.63555,No,332094.1335,20.2363477,124.2185145,99.93526766,53415.84612,80.0,Below_30,3.0,,9.0,Public_or_other,Industry_or_other,462.267849,3.0,No
1008,10.0,552.6821941000001,46662.828610000004,Healthcare,184.227398,No,253.2892996,Yes,Female,By_16:00,0.162261354,0.6983737870000001,5.321004628,6.931888067999999,0.21244508,5.988502344,5088.0,83.21976736,311.6931276,3156.2792510000004,38862.59802,No,64155.46929,17.65483298,320.93331969999997,14.08769267,34133.96158,80.0,Below_30,3.0,515.0099125,7.0,Public_or_other,Hightech,418.31433530000004,0.0,No
4303,8.0,-207.091156,-38365.786510000005,Healthcare,-69.03038533,Yes,555.7811437,No,Male,After_16:00,0.903345517,0.8824702259999999,0.474106176,6.56186898,6.25498458,9.664262489,5344.0,93.69188235,363.24922710000004,6284.309891,47808.27037,Yes,308892.6797,19.05909828,175.9579764,80.3530894,4706.163714,80.0,45_and_up,3.0,584.6774786000001,13.0,Motorcycle_or_truck,Industry_or_other,404.3501197,3.0,Yes
1095,3.0,219.87097599999998,30711.46903,Other,73.29032532,No,419.03851430000003,Yes,Female,By_16:00,0.22808304899999998,0.23160596600000002,9.89802737,4.319838306,1.7194301909999998,1.858824091,9957.0,92.68126974,438.792969,5067.971081000001,54595.65731,Maybe,175593.2764,20.94738573,108.2920111,70.6221838,5454.762111,50.0,Below_30,2.0,705.6993723999999,9.0,Foot_or_bicycle,Hightech,537.7636977000001,3.0,Yes
7413,3.0,138.20460590000002,14859.30999,Education,46.06820196,No,322.5502485,Yes,Male,By_16:00,0.911700321,0.452055666,,4.6127994569999995,,7.728234147999999,6709.0,54.72323631,385.3211377,3996.14476,49637.48161,No,104038.6628,19.62959851,225.7420341,82.5851012,2178.347433,100.0,Below_30,4.0,668.7926656000001,11.0,Motorcycle_or_truck,Industry_or_other,579.4972337,1.0,Yes
1372,3.0,200.91970419999998,28177.914630000003,Social,66.97323475,No,420.7339654,Yes,Female,By_16:00,0.805044585,0.30259269699999997,9.4635054,4.485366473,7.793281011,1.6656713580000002,4398.0,18.12232102,380.4907526,4968.321159,48753.47058,No,177017.0697,19.50617217,144.159176,48.5862433,4562.387407,70.0,45_and_up,1.0,627.1614426,9.0,Foot_or_bicycle,Industry_or_other,485.29273739999996,1.0,No
8156,2.0,1684.072299,5726.534251,Education,561.3574328999999,Yes,10.20122638,Yes,Male,After_16:00,0.034101858,,8.806503185,5.3368239310000005,6.86499144,1.6494919380000002,4739.0,57.47370978,247.3146671,596.641598,32228.677519999997,Yes,104.0650196,15.72624135,552.1537400000001,88.60623685,315693.5249,100.0,Below_30,3.0,490.34426439999993,16.0,Public_or_other,Services_or_Retail,533.4818826999999,1.0,Yes
9006,1.0,674.5126927,161874.2957,Healthcare,224.8375642,No,719.9610806,No,Female,By_16:00,0.077855461,0.996373595,9.489496922999999,7.735416162999999,8.125526684,6.111547598,3123.0,96.01481361,654.0211492999999,8507.653104,76250.939,No,518343.9576,25.5738372,268.6513871,67.07939298,50786.76786,80.0,Below_30,2.0,914.7435921,7.0,Motorcycle_or_truck,Services_or_Retail,508.2568994,1.0,Yes
2349,4.0,603.3481365,72872.54272,Social,201.1160455,No,362.34076969999995,Yes,Female,By_16:00,0.00626011,0.98333976,5.275975617,2.0734535480000003,8.820577899,1.827125533,3198.0,78.17151428,390.69737480000003,4404.802446,46933.88407,No,131290.8334,19.76606624,195.75703169999997,35.55918962,40658.7798,70.0,45_and_up,1.0,594.7813014,6.0,Car,Industry_or_other,413.8391743,3.0,Yes
7375,1.0,755.2798774,78437.11086,Healthcare,251.7599591,No,311.55514619999997,Yes,Male,By_16:00,0.130631172,0.96642761,1.5323766719999998,6.532505893,3.684431762,2.808715818,,30.74584401,400.8021042,3917.15567,46729.27932,No,97066.60909,20.02004256,232.24715600000002,24.09379,63644.83697999999,80.0,30-45,3.0,595.5442237000001,8.0,Public_or_other,Public_Sector,407.3336307,3.0,Yes
2981,5.0,247.9048577,38579.80579,Other,82.63495257,No,466.8703084,Yes,Female,By_16:00,0.304696465,0.33857578200000005,7.741786262000001,6.7620762160000005,1.0904761570000001,7.132284273,7819.0,66.10411543,,5471.2202640000005,51805.414189999996,Maybe,217967.8849,20.03144004,104.80050820000001,74.67178127,6921.170339,50.0,45_and_up,2.0,663.644365,9.0,Car,Public_Sector,511.6492062,3.0,No
9567,6.0,119.4131072,27376.86393,Education,39.80436908,No,687.7854005,No,Female,After_16:00,0.45968950700000005,0.817358048,7.033259931,5.305836177,6.189315272000001,7.608260436,,89.27283534,642.3687775000001,8162.591561,74618.97537999999,No,473048.7572,25.34499512,235.65829159999998,61.93553531,1634.192167,100.0,45_and_up,4.0,897.7174261,,Public_or_other,Student_or_Unemployed,501.61397259999995,,Yes
9399,2.0,1737.746927,244437.8326,Healthcare,579.2489757000001,Yes,421.99096210000005,Yes,Male,By_16:00,0.442517135,0.30996087899999997,2.5694001159999997,4.849365768,9.534654445,1.146003229,5696.0,13.685442000000002,461.5985961,5143.106813,49888.564000000006,Yes,178076.3721,21.48484573,263.1767289,72.96618044,336118.6249,80.0,45_and_up,5.0,583.438484,12.0,Public_or_other,Student_or_Unemployed,251.6013027,0.0,Yes
3312,8.0,265.5523448,34875.91131,Foreign_Affairs,88.51744827,No,394.0004145,Yes,Male,By_16:00,0.19590880300000002,0.477531437,5.831735486,9.955263863999999,0.307533371,7.276166742999999,3074.0,25.76448796,457.82008600000006,4855.644317,53509.36635,Maybe,155236.3266,21.39673073,127.5937847,63.48406251,7933.856097,40.0,45_and_up,2.0,672.8675194,6.0,Public_or_other,Public_Sector,442.8588011,0.0,Yes
4278,6.0,238.5712883,26136.12066,Education,79.52376277,No,328.657998,Yes,Male,By_16:00,0.482901779,0.104979499,5.694892958,9.851676971,0.47297555700000005,3.3531722889999998,4902.0,94.81571377,387.6697962,4061.919572,46156.42924,No,108016.0796,19.68933204,,96.40430044,6413.552608,100.0,45_and_up,1.0,589.5003462999999,9.0,Motorcycle_or_truck,Services_or_Retail,415.4634598,0.0,Yes
8736,8.0,1038.4271,199182.17899999997,Education,346.14236669999997,Yes,575.4342669,No,Male,By_16:00,0.8763274320000001,0.430654616,6.990276299999999,0.636247115,2.103172513,3.1871543410000003,9858.0,20.76017838,360.5088108,6475.36029,48096.520319999996,Yes,331124.5955,18.98706957,181.4160321,55.72818387,120170.6804,100.0,Below_30,3.0,587.9455502000001,13.0,Foot_or_bicycle,Industry_or_other,411.8883877,1.0,Yes
4410,1.0,99.72648071,10220.34361,Healthcare,33.24216024,No,307.45124680000004,Yes,Male,After_16:00,,0.25693298600000003,6.376545897000001,2.414168175,0.424270811,,4295.0,63.03760272,367.880682,3810.273832,46181.62415,No,94526.26918999999,19.180215899999997,233.5201727,41.34016088,1148.2833779999999,80.0,30-45,1.0,612.3703122000001,,Foot_or_bicycle,Hightech,501.06514749999997,0.0,No
4179,4.0,477.14806110000006,69728.24803999999,Environment,159.04935369999998,No,438.4063589,Yes,Male,After_16:00,0.022240017999999997,0.7256321459999999,9.834225492,3.4675658680000003,6.840944961,0.124240941,7474.0,12.22928695,,5272.942948,53669.90612,No,192200.1355,21.08173806,90.6023067,78.98526795,25465.74627,90.0,30-45,1.0,675.6151226,11.0,Public_or_other,Industry_or_other,463.55755020000004,1.0,Yes
427,,599.5186027000001,99374.75312000001,Education,199.8395342,No,497.27274189999997,Yes,Female,By_16:00,0.505116208,0.766673982,2.244697956,0.7151184140000001,7.022525307,8.408761772,7904.0,54.36895259,387.4572717,5747.641962,49554.181169999996,No,247280.1798,19.68393435,127.89629409999999,65.8386243,40145.678980000004,100.0,Below_30,,618.0901844,10.0,Public_or_other,Student_or_Unemployed,439.3027313999999,0.0,Yes
8816,3.0,1455.1346,325735.381,Social,485.0448668000001,Yes,671.5572172000001,No,Female,By_16:00,0.38202548299999994,0.363684503,7.9482737420000005,4.746868513,3.2750654239999997,,6541.0,92.76887559999999,654.6401501,8024.852472,65644.31749,Yes,450989.0959,25.58593657,478.6841539,21.01321251,235763.5677,70.0,30-45,2.0,696.6934392000001,9.0,Motorcycle_or_truck,Services_or_Retail,80.72316489,0.0,No
9416,5.0,1400.248424,241746.6615,Education,466.74947460000004,Yes,517.9366549,No,Female,By_16:00,0.9944593070000001,0.513790958,0.8545823579999999,8.299899867,4.18132406,6.881380889,3992.0,83.79351881,452.3419763,6084.050501,56145.69361,Yes,268258.3784,21.26833271,53.10448562,24.39106123,218331.8215,100.0,Below_30,1.0,701.3669305,14.0,Motorcycle_or_truck,Industry_or_other,484.93097259999996,0.0,Yes
1807,,505.1404101,66962.39282000001,Environment,168.38013669999998,No,397.68582050000003,Yes,Female,By_16:00,0.471924745,0.8954103370000001,9.392468226,9.682676669,2.419483969,3.66457351,4465.0,84.76270256,397.0138776,4770.885961,49289.09183,No,158154.0119,19.92520709,148.62404890000002,68.10225686,28530.25057,90.0,30-45,5.0,631.1533038,13.0,Foot_or_bicycle,Industry_or_other,468.14446389999995,0.0,No
6281,9.0,290.3862161,34039.74099,Healthcare,96.79540537,No,351.6669088,Yes,Male,By_16:00,0.328737173,0.908265195,3.1626953139999996,9.279219373,9.24108237,2.3751753819999997,9768.0,75.05999941,416.20324460000006,,50867.562210000004,No,123669.6147,20.40105989,170.41402419999997,24.15737782,9476.145906,80.0,45_and_up,0.0,661.7705933999999,14.0,Foot_or_bicycle,Services_or_Retail,504.0419648,1.0,No
8115,6.0,1204.382548,195711.7325,Environment,401.4608495,Yes,487.49892489999996,Yes,Male,After_16:00,0.655459986,0.102292235,8.269298808,3.960861547,4.977063749,5.3809490239999995,5030.0,62.29231567,404.0084198,5683.006089,51106.11193,Yes,237655.2018,20.09996069,106.15438200000001,78.51930864,161582.2745,90.0,45_and_up,3.0,640.5739187,13.0,Motorcycle_or_truck,Services_or_Retail,456.43289689999995,1.0,Yes
4550,9.0,1012.058366,122763.0919,Education,337.35278860000005,No,363.90122149999996,Yes,Male,By_16:00,0.118509432,0.194938059,6.32799997,6.909193392000001,5.608854976,4.237053425,5340.0,46.74947814,456.76072489999996,4552.533665,53743.60847000001,No,132424.09900000002,21.37196118,144.34179719999997,44.06611994,114154.2568,100.0,45_and_up,0.0,686.962377,16.0,Foot_or_bicycle,Hightech,478.97520499999996,1.0,Yes
224,9.0,145.0503814,20895.8737,Military,48.35012712,No,432.17825769999996,Yes,Female,By_16:00,0.6711645279999999,0.341863166,7.456929744,9.575093528,9.374093525,0.630164794,4400.0,9.608244221,414.286783,5150.356143,49323.9923,Maybe,186778.0465,20.35403604,159.3178698,,2396.08492,30.0,45_and_up,3.0,608.1198277999999,6.0,Motorcycle_or_truck,Hightech,384.08779460000005,0.0,No
4609,6.0,330.18163549999997,31227.606560000004,Environment,110.0605452,No,283.7311637,Yes,Female,By_16:00,0.880164508,0.654881642,0.052241357,0.734714188,7.473027903999999,5.376549872999999,8478.0,44.05637821,515.8179725,3868.9475820000002,61287.13891,No,80503.37325,22.71162637,269.9578831,54.52567949,12233.38415,90.0,30-45,2.0,823.0064944000001,12.0,Motorcycle_or_truck,Services_or_Retail,660.7944054,0.0,No
8283,1.0,451.12321160000005,71851.00522,Healthcare,150.3744039,No,477.81406519999996,Yes,Female,By_16:00,0.013158591,0.341957137,2.96104043,0.46081135700000003,7.343687511000001,0.44800526700000004,6990.0,71.05827401,453.39601289999996,5684.932678,55557.4412,No,228306.2809,21.29309778,53.65569961,32.09555983,22772.835740000002,80.0,Below_30,2.0,698.5100152000001,7.0,Motorcycle_or_truck,Hightech,485.34439410000005,0.0,Yes
3901,1.0,1616.732373,356269.7996,Environment,538.910791,Yes,661.0923468999999,No,Female,After_16:00,0.030662622,,8.910322059,0.288239676,5.465782643,7.842649166,6170.0,50.13131914,715.419168,8041.761805,82393.51716,Yes,437043.0912,26.74732076,288.85948310000003,73.17309894,290973.7515,90.0,30-45,0.0,1012.625917,12.0,Foot_or_bicycle,Hightech,605.278862,3.0,No
8800,4.0,575.2487755,92072.38588,Financial,191.74959180000002,No,480.16991849999994,Yes,Male,By_16:00,,0.15923321199999999,0.051051807000000005,,4.388467332,4.815843566,9169.0,31.31088079,526.6870395,,60138.86758,No,230563.1506,22.94966317,79.42374141,53.74203289,36969.655569999995,60.0,30-45,2.0,735.9704536,10.0,Foot_or_bicycle,Student_or_Unemployed,427.8702524,0.0,Yes
2755,8.0,159.537621,17423.50715,Healthcare,53.179207,No,327.63758870000004,Yes,Female,After_16:00,0.057106940999999994,0.562528294,5.409906802,9.034035546,2.567236249,0.5178850660000001,6972.0,98.28975922,440.37757369999997,4157.131035,52500.44508,No,107346.3896,20.98517509,182.59121499999998,77.96337558,2891.207264,80.0,30-45,0.0,683.4601006,7.0,Car,Industry_or_other,508.7130507,1.0,No
6578,1.0,607.5785237000001,67590.18526,Healthcare,202.5261746,No,333.73555489999995,Yes,Female,After_16:00,0.401362445,0.615470349,7.499058603,0.747068762,3.936448279,0.08567296,7542.0,,373.3439025,4084.043354,45099.6263,No,111379.4206,19.32210916,225.4116006,54.43907543,41229.37756,80.0,30-45,3.0,577.1789301,8.0,Motorcycle_or_truck,Public_Sector,415.5917247,0.0,Yes
1846,10.0,736.0644377,77887.0034,Financial,245.3548126,No,317.44640580000004,Yes,Female,After_16:00,0.2858231,0.755207492,5.1663234639999995,5.362248223,6.448028192000001,6.831004336,4982.0,13.85984381,516.8250226,4208.114103,62339.6052,No,100772.2206,22.73378593,255.6160645,49.6149566,60454.33886,,30-45,0.0,835.9526933999999,9.0,Public_or_other,Industry_or_other,678.1310649000001,4.0,No
759,3.0,575.542678,94799.8858,Military,191.8475593,No,494.1417348,Yes,Male,By_16:00,0.654719157,0.38318307,8.830115523,4.957665424,3.4734901039999997,0.160956657,,29.22452549,506.11280139999997,5953.642951,57613.942189999994,Maybe,244176.0541,22.49695093,120.9701978,99.95664563,37007.33358,30.0,30-45,0.0,694.5789249,7.0,Public_or_other,Hightech,379.3264604,0.0,Yes
4234,7.0,16.34821152,3014.309006,Social,5.4494038410000005,Yes,553.1447282,No,Male,By_16:00,,0.095833606,9.064453123,2.435106572,9.260173917000001,7.680166701,7661.0,88.61448371,553.2831797,6638.013641,61977.833829999996,Yes,,,157.7314677,8.006141149,45.14540606,70.0,45_and_up,2.0,733.9588798,13.0,Motorcycle_or_truck,Student_or_Unemployed,361.37909049999996,1.0,Yes
3868,5.0,783.3747940000001,99964.09997000001,Financial,261.1249313,No,,Yes,Male,After_16:00,0.065238643,0.259134374,2.44188135,2.48993163,7.310792683,7.061000417000001,5514.0,83.20284740000001,334.961478,4498.132674,45619.169369999996,No,146551.8964,18.30195285,205.48014419999998,37.83296894,68457.3547,60.0,Below_30,1.0,607.4494841,8.0,Car,Hightech,535.4041136,0.0,No
5312,5.0,1563.361533,290659.788,Financial,521.1205111,Yes,557.7592549,No,Female,By_16:00,0.950903987,0.104830898,3.415403939,7.399947837000001,1.038024789,6.653640524,4145.0,4.64388621,367.6273867,6312.847323,39001.224669999996,Yes,311095.3864,19.17361173,515.8842172000001,72.92845538,272097.7076,60.0,30-45,1.0,389.01288660000006,8.0,Public_or_other,Industry_or_other,4.744626212,,No
3663,2.0,697.4370534,102933.7906,Education,232.47901780000004,No,442.76593899999995,Yes,Female,After_16:00,0.641494814,0.9082508090000001,7.938770065,5.37527658,4.463950929,9.596548295,,62.15817092,495.8789119,5419.417214,58973.074120000005,No,196041.6767,22.26833878,58.62124307,54.10401174,54288.97274,100.0,30-45,1.0,746.5619667999999,12.0,Public_or_other,Public_Sector,511.98870439999996,0.0,Yes
8884,2.0,,268507.7916,,420.4106085,Yes,638.6798671,No,Female,By_16:00,0.745998148,0.25015820000000005,2.420677044,7.55344575,5.044808211,9.05524652,8035.0,72.64268401,227.13046180000003,6841.059595000001,32242.097019999997,Yes,407911.9727,15.07084808,472.7309791999999,31.97171635,177175.4903,90.0,45_and_up,3.0,338.1571922,13.0,Car,Industry_or_other,139.74357990000001,0.0,No
6340,9.0,505.3943387,82923.64138,Environment,168.46477959999999,No,492.2313233,Yes,Male,,0.357681829,0.36791037,0.461037143,0.263721836,7.913305804,6.6636743,7371.0,41.65375663,471.0054929,5864.324219,60435.03282000001,No,242291.6756,21.70266096,129.0466567,91.08379746,28558.84673,90.0,Below_30,1.0,785.8815735000001,14.0,Car,Hightech,625.5069951,0.0,Yes
3798,2.0,,29558.2732,Healthcare,95.07530069,No,310.8932918,Yes,Female,By_16:00,0.887038385,0.159275056,2.319138336,0.5673764579999999,7.34364334,,3893.0,40.78229275,386.75888710000004,3882.4506920000003,45074.2533,No,96654.63888,19.66618639,248.74970640000004,36.44794133,9144.388101999999,80.0,45_and_up,1.0,571.5279009,8.0,Foot_or_bicycle,Industry_or_other,384.7111467,0.0,No
8437,6.0,79.77836786,10345.22785,Foreign_Affairs,26.59278929,No,389.0237965,Yes,Male,By_16:00,0.556481105,0.727093477,9.435807059,4.76547786,1.416772355,9.749539881,5993.0,67.03400484,440.4279483,4771.093862,51472.03291,Maybe,151339.5142,20.9863753,150.04881930000002,89.98917474,743.7692314,40.0,30-45,3.0,644.5134572000001,10.0,Car,Services_or_Retail,418.4518481,0.0,Yes
6056,2.0,759.0280683,103183.6224,Social,253.00935609999996,No,407.8253229,Yes,Male,After_16:00,0.654496866,0.07060090299999999,0.159035022,0.038784116,2.7841091319999998,3.67017016,7224.0,49.60136064,414.861841,4907.976911,50676.94169,No,166321.494,20.36815752,132.0338749,89.51849558,64276.74364,70.0,Below_30,1.0,643.6139266,11.0,Foot_or_bicycle,Industry_or_other,458.911475,1.0,Yes
475,3.0,972.9159814999999,159824.9571,Environment,324.30532719999997,No,492.8224846,Yes,Female,By_16:00,0.07573787400000001,0.15884014400000002,8.71463611,2.647368652,4.958892146,,7834.0,38.77174289,468.36901500000005,5864.962876,56861.57421,No,242874.0013,21.64183483,38.70918723,45.0712028,105508.2506,90.0,30-45,2.0,710.2506832,9.0,Public_or_other,Student_or_Unemployed,478.8726425,0.0,Yes
9146,10.0,675.9057228999999,70140.83345,Healthcare,225.3019076,No,311.31930570000003,Yes,Female,By_16:00,0.029377672,0.418785516,6.84789194,6.666521626000001,5.794459884,9.312238821000001,8453.0,36.62810866,,3825.63446,42578.41616,No,96919.71009,18.87380994,264.9018209,70.0613569,50996.2515,80.0,,1.0,542.781254,7.0,Foot_or_bicycle,Public_Sector,382.1013839,2.0,No
7650,4.0,102.900428,14355.630769999998,Social,34.30014266,No,418.5297686,Yes,Male,After_16:00,0.056935814,0.759645538,8.948181169,6.791700525,2.334336499,3.705418613,7453.0,98.79803504,412.3232868,5009.944259000001,52861.802,No,175167.1672,20.30574517,131.6441605,92.71522467,1220.799929,70.0,30-45,2.0,690.3555217999999,9.0,Car,Hightech,554.8231735,0.0,Yes
7183,4.0,369.7690983,50838.38044,Other,123.25636609999998,No,412.4604842,Yes,Male,By_16:00,0.545693914,0.6854325659999999,6.23147862,8.654004197999999,9.457628332999999,1.407513078,5908.0,53.09605382,340.4471632,4805.499168,45496.42948,Maybe,,18.45121035,182.3171198,90.0686804,15325.38815,50.0,30-45,2.0,592.1882387,9.0,Car,Services_or_Retail,489.07948669999996,0.0,Yes
1244,4.0,987.0043675000001,129386.6767,Environment,329.00145580000003,No,393.27083339999996,Yes,Male,After_16:00,0.014128498,,9.421845705,2.0066658569999998,,5.772108202999999,5926.0,97.87575782,345.3631563,4623.434647,43529.12488,No,154661.9484,18.58394889,212.55176699999998,9.162574611,108580.9594,90.0,45_and_up,2.0,550.4684502,13.0,Public_or_other,Student_or_Unemployed,400.6290524,1.0,Yes
4910,3.0,326.79215669999996,31435.873839999997,Education,108.9307189,No,,Yes,Female,By_16:00,0.6084793070000001,0.143220301,3.079153455,4.024300969,7.215937364,4.923288454,5272.0,63.69975158,367.5437255,3620.9468439999996,42903.6267,No,83281.84439,19.17142993,279.6471,53.431373300000004,11984.83224,100.0,45_and_up,0.0,546.4776793,10.0,Public_or_other,Student_or_Unemployed,373.6594649,0.0,Yes
4727,10.0,1433.8560439999999,248365.8536,Social,477.9520147,Yes,519.646002,No,Male,After_16:00,,0.145686612,8.87611585,7.306298963,6.441818587,1.87908543,5639.0,0.970680523,278.0381008,5752.536221,44763.06818,Yes,270031.9674,16.67447453,242.2532304,78.28089809,228926.0804,70.0,30-45,5.0,,13.0,Motorcycle_or_truck,Public_Sector,595.0451342,1.0,Yes
